любопытство, 3
любезной, 3
лицу, 3
лица, 3
лестнице, 3
лежал, 3
легче, 3
ладно, 3
крыльцо, 3
кружок, 3
кривому, 3
крепостей, 3
крепко, 3
крайности, 3
которыми, 3
коня, 3
кончится, 3
кому, 3
командиров, 3
коллежский, 3
коего, 3
князь, 3
княжнин, 3
кем, 3
картечью, 3
караульные, 3
капитанская, 3
камер-лакей, 3
какую, 3
как-нибудь, 3
казнь, 3
истину, 3
испугался, 3
ин, 3
имела, 3
изволили, 3
известно, 3
известия, 3
избы, 3
из-под, 3
игнатьичу, 3
иванычем, 3
иваныча, 3
иванович, 3
зурину, 3
значительно, 3
знаки, 3
злодеями, 3
злодею, 3
злодей, 3
злодеем, 3
землю, 3
затянул, 3
застал, 3
заснул, 3
замуж, 3
закричала, 3
задумчивость, 3
живостию, 3
жива, 3
женился, 3
желание, 3
желал, 3
ждать, 3
жалует, 3
ежедневно, 3
еду, 3
егоровну, 3
егоровной, 3
дядьки, 3
души, 3
душа, 3
дух, 3
думаю, 3
думаете, 3
другие, 3
дрожащею, 3
дочерью, 3
досаду, 3
досадою, 3
дорогою, 3
доложить, 3
доволен, 3
доброй, 3
доброе, 3
детушки, 3
детинушка, 3
десять, 3
деревню, 3
дела, 3
действие, 3
девушка, 3
двух, 3
дворянина, 3
дворец, 3
две, 3
даром, 3
давать, 3
грудь, 3
гринев, 3
готовы, 3
государыне, 3
господина, 3
горько, 3
головы, 3
год, 3
гм, 3
глубоко, 3
генералу, 3
вышли, 3
вышла, 3
вытерпел, 3
высоты, 3
выслушала, 3
выражением, 3
выражение, 3
выехали, 3
выдать, 3
второй, 3
вспомня, 3
всеми, 3
врать, 3
ворчал, 3
вопросом, 3
волоса, 3
волнение, 3
воли, 3
войск, 3
возьми, 3
возразила, 3
возвратился, 3
вожатый, 3
воду, 3
водки, 3
влияние, 3
власьевны, 3
власти, 3
вишь, 3
виселице, 3
визг, 3
виду, 3
видит, 3
взяла, 3
вечер, 3
весьма, 3
весь, 3
веселым, 3
верхом, 3
верстах, 3
верный, 3
великую, 3
великодушно, 3
великий, 3
ваш, 3
василису, 3
василисой, 3
валу, 3
важность, 3
быстро, 3
бывали, 3
буря, 3
бунтовщиков, 3
бунтовщиками, 3
будьте, 3
буде, 3
бродяга, 3
бороду, 3
большим, 3
бодрость, 3
бешенстве, 3
берегу, 3
белую, 3
белом, 3
белой, 3
белобородов, 3
безо, 3
бежали, 3
башкирца, 3
барабан, 3
армии, 3
андреевича, 3
алексеем, 3
акулины, 3
1773, 3
1, 3
***, 3
ярко, 2
ямщику, 2
яицких, 2
яика, 2
являлся, 2
явиться, 2
эх, 2
этому, 2
эй, 2
щи, 2
шутку, 2
шло, 2
широкоплеч, 2
шесть, 2
шевелился, 2
шведа, 2
шапки, 2
шапке, 2
шагом, 2
шагая, 2
чьих, 2
чудные, 2
чувствуя, 2
чувствования, 2
чувствам, 2
что-нибудь, 2
чрез, 2
читая, 2
число, 2
чиновников, 2
четырех, 2
четверинках, 2
честный, 2
черную, 2
черной, 2
человеком, 2
чая, 2
чаще, 2
чашкою, 2
частоколом, 2
частокол, 2
частию, 2
части, 2
часов, 2
цирюльник, 2
цепи, 2
целый, 2
целуй, 2
царь, 2
хуже, 2
христианской, 2
хочет, 2
хотела, 2
хорош, 2
хозяюшкою, 2
хозяйством, 2
хозяином, 2
хозяина, 2
ходила, 2
ходи, 2
хлопотать, 2
хлеба, 2
хладнокровно, 2
херасков, 2
фремя, 2
француза, 2
фортеции, 2
фельдмаршал, 2
февраля, 2
уши, 2
ушей, 2
учителя, 2
учил, 2
учение, 2
участия, 2
утро, 2
утреннем, 2
устремил, 2
устрашала, 2
устиньей, 2
успокоил, 2
успехе, 2
успехам, 2
успели, 2
успеет, 2
успев, 2
усилием, 2
уселись, 2
уроков, 2
упрямство, 2
упреком, 2
управляла, 2
унять, 2
умолку, 2
умничать, 2
умел, 2
ума-разума, 2
улицу, 2
улицам, 2
указывая, 2
указал, 2
уйдет, 2
узнают, 2
уздцы, 2
узду, 2
ужасных, 2
ужасно, 2
ужас, 2
уехал, 2
удобного, 2
удивлением, 2
удачи, 2
удастся, 2
ударил, 2
удар, 2
уговорил, 2
увидишь, 2
увидели, 2
увидев, 2
уверена, 2
уверен, 2
уведомить, 2
уведи, 2
убитого, 2
тягостно, 2
тучу, 2
турку, 2
тулупе, 2
трудно, 2
трубку, 2
тропинке, 2
тронута, 2
тройкою, 2
тридцати, 2
трепещущая, 2
требует, 2
тратить, 2
трапезою, 2
трактир, 2
торжеством, 2
топор, 2
толпились, 2
товарищу, 2
товарищем, 2
товарищами, 2
товарищам, 2
товарища, 2
то-то, 2
тише, 2
тесной, 2
терпение, 2
темноте, 2
темно, 2
телу, 2
тела, 2
тебя-то, 2
те, 2
твою, 2
твоему, 2
твердым, 2
твердостию, 2
твердо, 2
татарин, 2
таскали, 2
таком, 2
таких, 2
такими, 2
тайне, 2
таить, 2
счастливый, 2
счастливы, 2
счастливо, 2
счастия, 2
сущую, 2
сурово, 2
супруги, 2
сундуки, 2
сумароков, 2
судом, 2
судить, 2
суда, 2
сугроб, 2
строки, 2
строк, 2
строгий, 2
строгие, 2
страшный, 2
страха, 2
страх, 2
страсти, 2
странному, 2
странном, 2
странная, 2
стоят, 2
стоит, 2
стихотворцам, 2
стеною, 2
стеклом, 2
стащили, 2
старым, 2
старые, 2
старшины, 2
старушка, 2
старость, 2
старичку, 2
старинушка, 2
старину, 2
старинные, 2
старинная, 2
старики, 2
становился, 2
становились, 2
ставку, 2
ссоры, 2
ссориться, 2
спросили, 2
спотыкается, 2
способов, 2
способа, 2
способ, 2
сплеснул, 2
спину, 2
спасении, 2
спальню, 2
спал, 2
состояло, 2
состояла, 2
сосед, 2
сор, 2
сопровождал, 2
сопровождаемый, 2
сон, 2
сомневался, 2
солдатская, 2
солдатом, 2
солдата, 2
содержит, 2
соглашусь, 2
соглашался, 2
согласятся, 2
согласно, 2
согласии, 2
согласен, 2
совещание, 2
советую, 2
совестно, 2
совестию, 2
собственное, 2
собрать, 2
собрались, 2
собеседники, 2
собачий, 2
собаки, 2
сняв, 2
сне, 2
смятении, 2
смотрели, 2
смотрела, 2
смолоду, 2
смеяться, 2
смеясь, 2
смеялся, 2
сметливость, 2
смертоубийство, 2
смейся, 2
смеет, 2
слыхал, 2
слушая, 2
случая, 2
случай, 2
служил, 2
служа, 2
сложенную, 2
словами, 2
слободу, 2
слез, 2
следующей, 2
следствием, 2
слабостию, 2
слабости, 2
скрылся, 2
скрывать, 2
скромный, 2
сколько, 2
скирдами, 2
скирда, 2
скатертью, 2
сказано, 2
сказали, 2
скажут, 2
скажет, 2
сияло, 2
сия, 2
симбирском, 2
симбирской, 2
симбирск, 2
сим, 2
сила, 2
сии, 2
сиди, 2
сидеть, 2
сидели, 2
сержант, 2
сердитым, 2
сени, 2
семьдесят, 2
семь, 2
селения, 2
секретарь, 2
седьмом, 2
седых, 2
седло, 2
сделано, 2
сделала, 2
свирепствовал, 2
свидетелях, 2
свидания, 2
свету, 2
светлицы, 2
сверху, 2
свежий, 2
самая, 2
садись, 2
сад, 2
рюмку, 2
ручку, 2
русской, 2
рука, 2
ружья, 2
рубля, 2
роту, 2
рот, 2
российских, 2
роду, 2
родственника, 2
родные, 2
рода, 2
решиться, 2
решено, 2
решение, 2
решался, 2
реки, 2
реестр, 2
ребятишками, 2
ребенок, 2
рваные, 2
расхлопоталась, 2
растерял, 2
растерзать, 2
рассуждения, 2
рассуждать, 2
рассуди, 2
расстреляем, 2
расстоянии, 2
расстались, 2
расставаться, 2
расспрашивать, 2
рассматривал, 2
рассказы, 2
распоряжения, 2
расположение, 2
раны, 2
рану, 2
рамке, 2
разумеется, 2
разошелся, 2
разлука, 2
раздевать, 2
разговорилась, 2
разговаривал, 2
развернул, 2
разбойника, 2
разбойник, 2
равно, 2
рабски, 2
работу, 2
пятые, 2
пьяницы, 2
пьян, 2
пустое, 2
пустил, 2
пуншу, 2
пугачевского, 2
прощения, 2
прочитай, 2
прочие, 2
прочее, 2
прочая, 2
протянул, 2
противуречил, 2
противное, 2
противника, 2
против, 2
прося, 2
просьбу, 2
простясь, 2
простирались, 2
проснулся, 2
проснувшись, 2
просит, 2
просила, 2
проси, 2
пропустили, 2
пропуск, 2
пропадешь, 2
проклятый, 2
проклятого, 2
проклятая, 2
пройдет, 2
происшествия, 2
произнесено, 2
произнесенное, 2
производило, 2
продолжая, 2
продолжался, 2
продолжалось, 2
проворчал, 2
проводил, 2
провел, 2
пробежал, 2
приятною, 2
причиною, 2
причине, 2
причина, 2
притворной, 2
присяги, 2
присутствовал, 2
присутствии, 2
приступа, 2
приступ, 2
пристанища, 2
природный, 2
принято, 2
принята, 2
приняла, 2
принял, 2
принуждает, 2
принудил, 2
принимает, 2
принесли, 2
принесла, 2
примеру, 2
приказную, 2
приказаний, 2
приказ, 2
прикажете, 2
прийти, 2
признаюсь, 2
признаться, 2
признать, 2
признание, 2
признался, 2
признает, 2
придумать, 2
придворной, 2
придавали, 2
приготовились, 2
привычках, 2
привычка, 2
приведи, 2
приближились, 2
прибегаю, 2
прерывая, 2
прерваны, 2
прекрасную, 2
представляет, 2
представилась, 2
предпочел, 2
предмет, 2
предложение, 2
предлогом, 2
предводителю, 2
предвидел, 2
предаваться, 2
прапорщика, 2
православный, 2
правда, 2
пояс, 2
пощады, 2
пощадили, 2
почувствовал, 2
почтительно, 2
поцеловал, 2
поход, 2
похвалы, 2
потупил, 2
потолковать, 2
потише, 2
потащили, 2
посуду, 2
постучался, 2
постоялом, 2
постели, 2
постеле, 2
поставили, 2
поспешного, 2
поспешил, 2
посмотри, 2
послушались, 2
послушайте, 2
послужит, 2
последовать, 2
последняя, 2
последнего, 2
послать, 2
поскакали, 2
посадили, 2
посадив, 2
порядок, 2
порядку, 2
поручика, 2
пороху, 2
породы, 2
поразил, 2
поражен, 2
попутал, 2
попадье, 2
понять, 2
понравилась, 2
понимаю, 2
помолчав, 2
помог, 2
помнит, 2
помиримся, 2
пользу, 2
получить, 2
получением, 2
получал, 2
полсотни, 2
полосатый, 2
полон, 2
положив, 2
полный, 2
полночь, 2
полку, 2
полати, 2
поладили, 2
покраснела, 2
поколебали, 2
поклонился, 2
покину, 2
покачал, 2
показывают, 2
покажи-ка, 2
пойдем, 2
познакомились, 2
позабыл, 2
пожимая, 2
поединке, 2
поедет, 2
подходили, 2
подошла, 2
подошед, 2
подойди, 2
подозрением, 2
подобострастия, 2
подобном, 2
поднял, 2
поднес, 2
поди, 2
подвели, 2
подбежал, 2
подавая, 2
подавай, 2
погодите, 2
